Date,BRK_Close,SP500_Close,DJIA_Close,Pe-ratio,Price-book,Cash_Equivalents_to_Assets_Ratio,SP500_PE,BRK_Close_3M,BRK_Close_6M,BRK_Close_9M,BRK_Close_12M,BRK_Close_18M,SP500_Return,SP500_Performance_Gap,BRK_Close_lag1,Intrinsic_Value,Gap_Intrinsic
2012-09-30,85.49634963747054,13113.575830853175,1400.9457155257937,17.69,0.5,0.1,13.5,88.1233877366589,99.00383338928222,110.018749833107,115.36187481880188,116.85327861348136,0.12586551675955082,-0.014134483240449192,80.5885719420418,170.9926992749411,-0.5
2012-12-31,88.1233877366589,13140.35791015625,1418.1390302104335,15.0,0.53,0.11,16.44,99.00383338928222,110.018749833107,115.36187481880188,115.63406240940094,126.57269771515377,0.11371726596198051,-0.026282734038019506,85.49634963747054,166.2705428993564,-0.47
2013-03-31,99.00383338928222,13994.436848958334,1513.9799967447916,15.0,0.53,0.11,16.44,110.018749833107,115.36187481880188,115.63406240940094,116.85327861348136,133.20843696594238,0.0892677470326424,-0.050732252967357616,88.1233877366589,186.79968564015513,-0.47
2013-06-30,110.018749833107,14958.954040527344,1609.4912509918213,15.67,0.58,0.11,16.44,115.36187481880188,115.63406240940094,116.85327861348136,126.57269771515377,144.36593651771545,0.17227066391433943,0.032270663914339415,99.00383338928222,189.68749971225344,-0.42
2013-09-30,115.36187481880188,15285.608413696289,1674.9435920715332,14.72,0.63,0.09,17.88,115.63406240940094,116.85327861348136,126.57269771515377,133.20843696594238,147.13524465091893,0.16563236533339976,0.025632365333399743,110.018749833107,183.11408701397124,-0.37
2013-12-31,115.63406240940094,15735.64892578125,1768.6673469543457,15.03,0.62,0.1,18.04,116.85327861348136,126.57269771515377,133.20843696594238,144.36593651771545,142.63253929501488,0.19750535208931308,0.057505352089313067,115.36187481880188,186.50655227322733,-0.38
2014-03-31,116.85327861348136,16177.209368596312,1834.8711477811219,15.98,0.64,0.1,18.48,126.57269771515377,133.20843696594238,144.36593651771545,147.13524465091893,136.9996875524521,0.1559743020170512,0.01597430201705119,115.63406240940094,182.58324783356463,-0.36
2014-06-30,126.57269771515377,16603.503937251986,1900.3726961650545,14.77,0.63,0.11,18.88,133.20843696594238,144.36593651771545,147.13524465091893,142.63253929501488,134.20281291007996,0.10993749243892115,-0.030062507561078866,116.85327861348136,200.90904399230757,-0.37000000000000005
2014-09-30,133.20843696594238,16954.386108398438,1975.9081211090088,16.46,0.7,0.12,18.81,144.36593651771545,147.13524465091893,142.63253929501488,136.9996875524521,132.5827871854188,0.10917312870627272,-0.030826871293727298,126.57269771515377,190.2977670942034,-0.3
2014-12-31,144.36593651771545,17344.79508972168,2009.3443756103516,18.63,0.76,0.12,20.08,147.13524465091893,142.63253929501488,136.9996875524521,134.20281291007996,142.95718717575073,0.10226118868882539,-0.037738811311174625,133.20843696594238,189.95517962857298,-0.24000000000000005
2015-03-31,147.13524465091893,17808.300268954918,2063.689835345159,17.49,0.72,0.12,20.96,142.63253929501488,136.9996875524521,134.20281291007996,132.5827871854188,146.25046849250793,0.10082646908959014,-0.03917353091040987,144.36593651771545,204.35450645960964,-0.28
2015-06-30,142.63253929501488,18004.34691220238,2101.829055059524,18.67,0.68,0.12,22.12,136.9996875524521,134.20281291007996,132.5827871854188,142.95718717575073,153.95872981964595,0.08437032208649842,-0.055629677913501596,147.13524465091893,209.75373425737482,-0.31999999999999995
2015-09-30,136.9996875524521,17076.91828918457,2027.200002670288,14.11,0.65,0.12,21.45,134.20281291007996,132.5827871854188,142.95718717575073,146.25046849250793,167.3053224625126,0.007227167058879047,-0.13277283294112097,142.63253929501488,210.76875008069553,-0.35000000000000003
2015-12-31,134.20281291007996,17475.676361083984,2052.3118782043457,13.51,0.64,0.16,23.74,132.5827871854188,142.95718717575073,146.25046849250793,153.95872981964595,166.3277786497086,0.007545852844341949,-0.13245414715565806,136.9996875524521,209.69189517199993,-0.36
2016-03-31,132.5827871854188,16663.03113793545,1951.224913550205,14.27,0.68,0.13,23.39,142.95718717575073,146.25046849250793,153.95872981964595,167.3053224625126,176.72301592145647,-0.06431097374385619,-0.2043109737438562,134.20281291007996,194.97468703738056,-0.31999999999999995
2016-06-30,142.95718717575073,17763.710876464844,2075.1314067840576,14.0,0.69,0.14,23.97,146.25046849250793,153.95872981964595,167.3053224625126,166.3277786497086,189.87888905358693,-0.013365440963284736,-0.15336544096328475,132.5827871854188,207.18432924021846,-0.31
2016-09-30,146.25046849250793,18372.319122314453,2162.056869506836,15.3,0.68,0.15,24.22,153.95872981964595,167.3053224625126,166.3277786497086,176.72301592145647,205.33590247982838,0.0758568268110944,-0.06414317318890561,142.95718717575073,215.07421837133518,-0.31999999999999995
2016-12-31,153.95872981964595,18864.765593998014,2184.8785574776784,15.3,0.68,0.15,24.22,167.3053224625126,166.3277786497086,176.72301592145647,189.87888905358693,194.92140698432922,0.07948700835450051,-0.0605129916454995,146.25046849250793,226.40989679359697,-0.31999999999999995
2017-03-31,167.3053224625126,20405.679403981856,2325.9278997605848,18.22,0.74,0.12,23.6,166.3277786497086,176.72301592145647,189.87888905358693,205.33590247982838,205.1768263559493,0.2246078900690407,0.08460789006904068,153.95872981964595,226.08827359799002,-0.26000000000000006
2017-06-30,166.3277786497086,20993.817863343254,2397.9709356398807,19.14,0.73,0.13,23.4,176.72301592145647,189.87888905358693,205.33590247982838,194.92140698432922,208.87111167302209,0.18183739925411535,0.04183739925411534,167.3053224625126,227.84627212288848,-0.27
2017-09-30,176.72301592145647,21890.747116815477,2467.1746264260914,19.14,0.73,0.13,23.4,189.87888905358693,205.33590247982838,194.92140698432922,205.1768263559493,201.85442589931802,0.19150701504132095,0.051507015041320936,166.3277786497086,242.08632318007736,-0.27
2017-12-31,189.87888905358693,23689.228949652777,2603.2773166232637,24.18,0.79,0.14,23.4,205.33590247982838,194.92140698432922,205.1768263559493,208.87111167302209,206.91936626131573,0.2557393746355219,0.11573937463552186,176.72301592145647,240.35302411846445,-0.20999999999999994
2018-03-31,205.33590247982838,25127.201812243853,2733.4767225922133,10.88,0.76,0.15,23.4,194.92140698432922,205.1768263559493,208.87111167302209,201.85442589931802,206.03562426567078,0.23138275941651143,0.09138275941651142,189.87888905358693,270.17881905240574,-0.23999999999999996
2018-06-30,194.92140698432922,24555.882110595703,2703.131244659424,12.38,0.76,0.14,23.4,205.1768263559493,208.87111167302209,201.85442589931802,206.91936626131573,217.17078185081482,0.16967205633769322,0.02967205633769321,205.33590247982838,256.47553550569637,-0.24000000000000007
2018-09-30,205.1768263559493,25594.496496775795,2849.6014307415676,9.7,0.7,0.14,23.4,208.87111167302209,201.85442589931802,206.91936626131573,206.03562426567078,212.54887094805318,0.16919246109765096,0.029192461097650946,194.92140698432922,293.1097519370704,-0.30000000000000004
2018-12-31,208.87111167302209,24948.45086185516,2698.926827566964,126.04,0.79,0.15,19.39,201.85442589931802,206.91936626131573,206.03562426567078,217.17078185081482,182.61825464642237,0.05315588425772044,-0.08684411574227957,205.1768263559493,264.39381224433174,-0.20999999999999996
2019-03-31,201.85442589931802,25147.438556608606,2721.004418545082,126.04,0.79,0.15,19.39,206.91936626131573,206.03562426567078,217.17078185081482,212.54887094805318,204.5560941696167,0.0008053719835565687,-0.13919462801644344,208.87111167302209,255.51193151812407,-0.21
2019-06-30,206.91936626131573,26095.563337053572,2882.3277646019346,18.45,0.74,0.15,19.39,206.03562426567078,217.17078185081482,212.54887094805318,182.61825464642237,220.2034375667572,0.0627011165603173,-0.07729888343968272,201.85442589931802,279.62076521799423,-0.26
2019-09-30,206.03562426567078,26675.568817138672,2957.8364067077637,18.93,0.72,0.16,22.44,217.17078185081482,212.54887094805318,182.61825464642237,204.5560941696167,242.84295053951075,0.04223846796513708,-0.09776153203486293,206.91936626131573,286.1605892578761,-0.28
2019-12-31,217.17078185081482,27537.412353515625,3082.7556114196777,6.81,0.73,0.15,22.78,212.54887094805318,182.61825464642237,204.5560941696167,220.2034375667572,279.4357144794767,0.1037724348496063,-0.036227565150393715,206.03562426567078,297.494221713445,-0.27
2020-03-31,212.54887094805318,26554.484501008064,3055.8691839402723,45.82,0.68,0.18,22.8,182.61825464642237,204.5560941696167,220.2034375667572,242.84295053951075,280.8614068031311,0.055951859320864994,-0.08404814067913502,217.17078185081482,312.5718690412547,-0.32
2020-06-30,182.61825464642237,24570.829644097223,2931.685554625496,19.55,0.63,0.18,31.29,204.5560941696167,220.2034375667572,242.84295053951075,279.4357144794767,286.40718698501587,-0.058428847588484656,-0.19842884758848467,212.54887094805318,289.8702454705117,-0.37
2020-09-30,204.5560941696167,27299.036193847656,3319.834072113037,14.16,0.7,0.17,34.27,220.2034375667572,242.84295053951075,279.4357144794767,280.8614068031311,323.46290391491306,0.0233722242619403,-0.11662777573805971,182.61825464642237,292.222991670881,-0.30000000000000004
2020-12-31,220.2034375667572,29091.59063720703,3554.501091003418,12.57,0.69,0.15,39.26,242.84295053951075,279.4357144794767,280.8614068031311,286.40718698501587,313.71806187783517,0.05643879184214584,-0.08356120815785417,204.5560941696167,319.1354167634163,-0.3100000000000001
2021-03-31,242.84295053951075,31550.58494492828,3865.7068991739243,5.81,0.75,0.16,30.5,279.4357144794767,280.8614068031311,286.40718698501587,323.46290391491306,284.55906200408936,0.18814526200764892,0.048145262007648904,220.2034375667572,323.79060071934765,-0.24999999999999994
2021-06-30,279.4357144794767,34121.478236607145,4183.626364087301,6.12,0.77,0.15,26.7,280.8614068031311,286.40718698501587,323.46290391491306,313.71806187783517,296.98079378642734,0.38869866141472853,0.24869866141472852,242.84295053951075,362.9035252980217,-0.23
2021-09-30,280.8614068031311,34915.60919189453,4421.587951660156,7.31,0.74,0.16,25.35,286.40718698501587,323.46290391491306,313.71806187783517,284.55906200408936,308.1759678010018,0.2790051979843673,0.13900519798436728,279.4357144794767,379.54244162585286,-0.26
2021-12-31,286.40718698501587,35517.112548828125,4602.1088943481445,7.51,0.75,0.15,23.63,323.46290391491306,313.71806187783517,284.55906200408936,296.98079378642734,326.37080727854084,0.2208721410854413,0.08087214108544127,280.8614068031311,381.8762493133545,-0.25
2022-03-31,323.46290391491306,34679.4847530242,4463.855476625504,9.49,0.88,0.11,22.19,313.71806187783517,284.55906200408936,296.98079378642734,308.1759678010018,354.7674589611235,0.09917089694398462,-0.04082910305601539,286.40718698501587,367.5714817214921,-0.11999999999999995
2022-06-30,313.71806187783517,32687.894972278227,4105.667102444557,54.5,0.76,0.11,20.28,284.55906200408936,296.98079378642734,308.1759678010018,326.37080727854084,350.99412609281995,-0.04201410192102706,-0.18201410192102707,323.46290391491306,412.7869235234673,-0.23999999999999994
2022-09-30,284.55906200408936,31774.48764038086,3980.3511123657227,0.0,0.75,0.12,20.58,296.98079378642734,308.1759678010018,326.37080727854084,354.7674589611235,393.33737682905354,-0.08996324635924913,-0.22996324635924914,313.71806187783517,379.41208267211914,-0.25
2022-12-31,296.98079378642734,32490.299758184523,3851.9735010540676,0.0,0.75,0.12,20.58,308.1759678010018,326.37080727854084,354.7674589611235,350.99412609281995,408.615714905754,-0.08522125176933815,-0.22522125176933816,284.55906200408936,395.97439171523644,-0.24999999999999997
2023-03-31,308.1759678010018,33218.65940020161,4000.0645279422884,89.24,0.78,0.13,22.66,326.37080727854084,354.7674589611235,350.99412609281995,393.33737682905354,442.1817193031311,-0.04212361755735694,-0.18212361755735695,296.98079378642734,395.0973946166689,-0.21999999999999992
2023-06-30,326.37080727854084,33643.03997605847,4206.072899603075,8.56,0.81,0.14,24.01,354.7674589611235,350.99412609281995,393.33737682905354,408.615714905754,461.73171854019165,0.02922014417233898,-0.11077985582766103,308.1759678010018,402.9269225660998,-0.18999999999999997
2023-09-30,354.7674589611235,34669.47495039683,4458.137447296627,8.56,0.81,0.14,24.01,350.99412609281995,393.33737682905354,408.615714905754,442.1817193031311,,0.09111043245703976,-0.048889567542960255,326.37080727854084,437.9845172359549,-0.18999999999999992
2023-12-31,350.99412609281995,34933.04668898809,4464.907621837798,9.96,0.86,0.15,24.01,393.33737682905354,408.615714905754,442.1817193031311,461.73171854019165,,0.07518388408183974,-0.06481611591816028,354.7674589611235,408.132704759093,-0.14
2024-03-31,393.33737682905354,38517.43948514344,4992.540983606557,8.06,0.82,0.15,24.01,408.615714905754,442.1817193031311,461.73171854019165,,,0.15951215914841121,0.0195121591484112,350.99412609281995,479.6797278403092,-0.18000000000000005
2024-06-30,408.615714905754,38807.051649305555,5246.626519097223,12.41,0.95,0.25,24.01,442.1817193031311,461.73171854019165,,,,0.15349420495062183,0.013494204950621813,393.33737682905354,430.1218051639516,-0.050000000000000086
2024-09-30,442.1817193031311,40602.31671142578,5543.469223022461,9.3,0.97,0.28,28.07,461.73171854019165,,,,,0.17112580359285334,0.03112580359285333,408.615714905754,455.85744258054757,-0.030000000000000086
2024-12-31,461.73171854019165,43257.376037597656,5907.042953491211,10.98,0.93,0.29,30.01,,,,,,0.2382938259786438,0.09829382597864378,442.1817193031311,496.4857188604211,-0.06999999999999998
